actual_tweets,final_sentiment,clean_tweets,positive_count,negative_count
We just edged out egwps during today s BattleoftheBooks woozlesbooks Fingers crossed we advance to round two ,Positive,edged egwps battleofthebooks woozlesbooks fingers crossed advance,1,0
Almost hometime and we re getting ready for the second half of the week Keep us in mind if you need any tech help ,Neutral,hometime getting half week mind tech help,0,0
 nofrillsCA Very disappointed in my online order Your Online Grocery order 531001288919800 has been placed for p ,Negative,nofrillsca disappointed online online grocery  placed,0,3
RT BN Soccer Former GriffsSoccer defender who was playing professionally in Sweden has signed with HFX Halifax of fledging CPLsocce ,Positive,bn soccer former griffssoccer defender playing professionally sweden signed hfx halifax fledging cplsocce,2,1
People urged to leave stuffed animals on porches for 7 victims of Halifax fire CBC News A huge tragedy ,Negative,people urged leave stuffed animals porches  victims halifax fire cbc news huge tragedy,1,4
Halifax Harry,Negative,halifax harry,0,1
RT MyFutureisDal Will you be in the Halifax area tomorrow night We re hosting a Financing Your Education session on campus at 7pm AT ,Negative,myfutureisdal halifax tomorrow night hosting financing education session campus pm,0,2
PMO has confirmed Justin Trudeau will attend the community gathering in Halifax tonight in memory of the seven Barh ,Negative,pmo confirmed justin trudeau attend community gathering halifax tonight memory seven barh,1,2
RT HfxWanderersFC Christian Oxner is another player who has worked tremendously hard to get where he is Our coach Watchfuleye6 ,Negative,hfxwanderersfc christian oxner player tremendously hard coach watchfuleye,1,2
Halifax Police saying a suspect is in custody in the Dartmouth High lockdown Officers will remain on the scene to ,Negative,halifax police saying suspect custody dartmouth lockdown officers remain scene,0,2
 klenicles Snickers Canada delonwright Halifax yeah we have one here UK chocolate is so much better for some reason P,Neutral,klenicles snickers canada delonwright halifax yeah uk chocolate reason,1,1
EXHIBITOR SPACE available for CIFST ICSTA 2019 Canadian Food Summit taking place May 22 to 24 place in Halifax N ,Negative,exhibitor space available cifst icsta  canadian food summit taking   halifax,1,2
RT boonaamohammed Syrian refugee family in Halifax Canada all died in a house fire except the mom Please pray for them and support the ,Negative,boonaamohammed syrian refugee family halifax canada died house fire except mom please pray support,2,6
 SteveLoveday1 TurfFuel discussing the jasmonic acid pathway in defence 1967agsa turfgrass conference in Halifax ,Negative,steveloveday turffuel discussing jasmonic acid pathway defence agsa turfgrass conference halifax,2,3
RT notandrea PMO has confirmed Justin Trudeau will attend the community gathering in Halifax tonight in memory of the seven Barho childre ,Negative,notandrea pmo confirmed justin trudeau attend community gathering halifax tonight memory seven barho childre,1,2
RT AlexanderQuon The Ummah Mosque has released the ages and identities of the seven children who died in a fire in Spryfield Heartbreaki ,Negative,alexanderquon ummah mosque released ages identities seven children died fire spryfield heartbreaki,2,6
RT Peacebychoco We are partnering with Vandal Doughnuts to donate all the proceeds of sales to the beautiful hearted family affected with ,Positive,peacebychoco partnering vandal doughnuts donate proceeds sales beautiful hearted family affected,2,1
RT YahyaAlrifaie A tragic news indeed I am very sad because of that their lives were miserable in this world we wish them a great li ,Negative,yahyaalrifaie tragic news indeed sad lives miserable world wish,0,4
RT JustinTrudeau Words fail when children are taken from us too soon especially in circumstances like this My heart goes out to the sur ,Negative,justintrudeau words fail children soon especially circumstances heart goes,0,4
RT NEWS957 Halifax Police saying a suspect is in custody in the Dartmouth High lockdown Officers will remain on the scene to conduct an ,Negative,news halifax police saying suspect custody dartmouth lockdown officers remain scene conduct,0,2
RT firebethfox Halifax peeps Are you starting a new business in NovaScotia Have you recently registered a Sole Prop Partnership Got 1 ,Negative,firebethfox halifax peeps starting business novascotia recently registered sole prop partnership ,0,3
RT HfxWanderersFC Christian Oxner is another player who has worked tremendously hard to get where he is Our coach Watchfuleye6 ,Negative,hfxwanderersfc christian oxner player tremendously hard coach watchfuleye,1,2
RT SJA NS PEI St John Ambulance NS PEI CEO CEOSJANS speaking with CyrilLunneyCTV announcing the partnership with Emera Inc today in ,Neutral,sja pei john ambulance pei ceo ceosjans speaking cyrillunneyctv announcing partnership emera,0,0
RT Peacebychoco We are partnering with Vandal Doughnuts to donate all the proceeds of sales to the beautiful hearted family affected with ,Positive,peacebychoco partnering vandal doughnuts donate proceeds sales beautiful hearted family affected,2,1
RT NEWS957 Halifax Police saying a suspect is in custody in the Dartmouth High lockdown Officers will remain on the scene to conduct an ,Negative,news halifax police saying suspect custody dartmouth lockdown officers remain scene conduct,0,2
 ,Neutral,,0,0
RT ukhtnura Subhanallah I just found out the father died as well trying to save his kids The family were refugees from Syria living in ,Negative,ukhtnura subhanallah found father died trying save kids family refugees syria living,0,3
RT HfxWanderersFC Christian Oxner is another player who has worked tremendously hard to get where he is Our coach Watchfuleye6 ,Negative,hfxwanderersfc christian oxner player tremendously hard coach watchfuleye,1,2
RT FreedomDrivers Our Freedom Drivers could barely stand the cuteness as they got gorgeous Willow to safety with Black Dog Rescue Are yo ,Positive,freedomdrivers freedom drivers barely stand cuteness gorgeous willow safety black dog rescue,7,1
RT Peacebychoco We are partnering with Vandal Doughnuts to donate all the proceeds of sales to the beautiful hearted family affected with ,Positive,peacebychoco partnering vandal doughnuts donate proceeds sales beautiful hearted family affected,2,1
 ScottMannett Loved doing that I used to drive to Halifax from new Glasgow to stand outside the metro center Ahhh the glory days ,Positive,scottmannett loved doing drive halifax glasgow stand outside metro center ahhh glory days,3,1
RT ppforumca Find out more about the dangers of deepfakes and other synthetic media at a free lecture by carljackmiller on March 6 at ,Negative,ppforumca dangers deepfakes synthetic media free lecture carljackmiller march ,1,4
Police say they have closed Victoria Road from Thistle Street to Nantucket Avenue and they are asking people to av ,Negative,police closed victoria road thistle street nantucket avenue people,0,1
RT haligonia Today is a sad and tragic day after a fatal fire in Halifax A family suffered a terrible tragedy And this is a strong re ,Negative,haligonia sad tragic fatal fire halifax family suffered terrible tragedy strong,1,12
RT thestarhalifax Police say they have closed Victoria Road from Thistle Street to Nantucket Avenue and they are asking people to avoid ,Negative,thestarhalifax police closed victoria road thistle street nantucket avenue people avoid,0,2
RT TorontoStar Financial support is pouring in for the parents who lost their seven children in a devastating house fire on Tuesday http ,Negative,torontostar financial support pouring parents lost seven children devastating house fire tuesday http,1,3
RT pkbwood Halifax house fire kills 7 children of refugee family CBC News ,Negative,pkbwood halifax house fire kills  children refugee family cbc news,1,4
RT globalhalifax She came down to make milk for the baby and she noticed the fire She called her husband who tried to put it off An ,Negative,globalhalifax milk baby noticed fire called husband tried,1,2
RT notandrea PMO has confirmed Justin Trudeau will attend the community gathering in Halifax tonight in memory of the seven Barho childre ,Negative,notandrea pmo confirmed justin trudeau attend community gathering halifax tonight memory seven barho childre,1,2
RT NEWS957 Halifax Police saying a suspect is in custody in the Dartmouth High lockdown Officers will remain on the scene to conduct an ,Negative,news halifax police saying suspect custody dartmouth lockdown officers remain scene conduct,0,2
RT TargetSpecCanE SteveLoveday1 TurfFuel discussing the jasmonic acid pathway in defence 1967agsa turfgrass conference in Halifax NS ,Negative,targetspeccane steveloveday turffuel discussing jasmonic acid pathway defence agsa turfgrass conference halifax,2,3
RT mrstopviolence So I took down my Go Fund as it was brought to my attention that the Muslim community started one I will forward all d ,Positive,mrstopviolence fund brought attention muslim community started forward,3,2
 rtherring97 JacobAWohl realDonaldTrump Rebecca The Halifax is in England but I live in Greece This idiot not ,Negative,rtherring jacobawohl realdonaldtrump rebecca halifax england live greece idiot,1,3
 AndrewScheer CPC HQ WhiteNatiionalists UnitedWeRoll FarRight Neoliberals BCpoli Vanpoli DeltaBC ABpoli ,Positive,andrewscheer cpc hq whitenatiionalists unitedweroll farright neoliberals bcpoli vanpoli deltabc abpoli,2,0
RT TargetSpecCanE SteveLoveday1 TurfFuel discussing the jasmonic acid pathway in defence 1967agsa turfgrass conference in Halifax NS ,Negative,targetspeccane steveloveday turffuel discussing jasmonic acid pathway defence agsa turfgrass conference halifax,2,3
RT boonaamohammed Syrian refugee family in Halifax Canada all died in a house fire except the mom Please pray for them and support the ,Negative,boonaamohammed syrian refugee family halifax canada died house fire except mom please pray support,2,6
